SCATS_Number,Time,Average_Traffic_Volume
2200,19:45,81.56
2200,20:00,73.77
2200,20:15,67.19
2200,20:30,62.77
2200,20:45,63.10
2200,21:00,62.53
2200,21:15,59.68
2200,21:30,57.59
2200,21:45,52.44
2200,22:00,50.33
2200,22:15,46.85
2200,22:30,41.71
2200,22:45,38.11
2200,23:00,33.84
2200,23:15,29.79
2200,23:30,24.45
2200,23:45,21.27
2820,00:00,32.52
2820,00:15,25.95
2820,00:30,24.15
2820,00:45,19.77
2820,01:00,17.75
2820,01:15,14.36
2820,01:30,14.00
2820,01:45,11.02
2820,02:00,9.84
2820,02:15,7.97
2820,02:30,7.00
2820,02:45,8.69
2820,03:00,9.05
2820,03:15,9.16
2820,03:30,7.77
2820,03:45,7.18
2820,04:00,7.95
2820,04:15,8.57
2820,04:30,10.05
2820,04:45,11.56
2820,05:00,15.95
2820,05:15,18.10
2820,05:30,25.69
2820,05:45,31.18
2820,06:00,38.74
2820,06:15,54.59
2820,06:30,79.28
2820,06:45,88.54
2820,07:00,108.03
2820,07:15,122.82
2820,07:30,145.31
2820,07:45,130.02
2820,08:00,124.05
2820,08:15,126.20
2820,08:30,127.07
2820,08:45,134.52
2820,09:00,142.57
2820,09:15,150.57
2820,09:30,158.54
2820,09:45,152.33
2820,10:00,146.79
2820,10:15,147.15
2820,10:30,151.10
2820,10:45,153.30
2820,11:00,150.89
2820,11:15,155.97
2820,11:30,157.43
2820,11:45,162.62
2820,12:00,167.15
2820,12:15,169.59
2820,12:30,169.00
2820,12:45,171.57
2820,13:00,167.82
2820,13:15,169.28
2820,13:30,173.61
2820,13:45,170.07
2820,14:00,171.82
2820,14:15,171.67
2820,14:30,182.77
2820,14:45,186.57
2820,15:00,197.64
2820,15:15,216.07
2820,15:30,234.44
2820,15:45,236.79
2820,16:00,238.95
2820,16:15,232.41
2820,16:30,226.05
2820,16:45,228.00
2820,17:00,238.15
2820,17:15,241.30
2820,17:30,226.67
2820,17:45,221.80
2820,18:00,226.54
2820,18:15,225.52
2820,18:30,210.54
2820,18:45,191.51
2820,19:00,160.85
2820,19:15,151.92
2820,19:30,124.48
2820,19:45,114.18
2820,20:00,104.03
2820,20:15,97.87
2820,20:30,92.62
2820,20:45,88.38
2820,21:00,93.21
2820,21:15,88.30
2820,21:30,87.56
2820,21:45,83.38
2820,22:00,84.16
2820,22:15,73.39
2820,22:30,67.82
2820,22:45,59.90
2820,23:00,55.93
2820,23:15,46.15
2820,23:30,41.36
2820,23:45,35.44
2825,00:00,42.00
2825,00:15,41.68
2825,00:30,32.13
2825,00:45,28.87
2825,01:00,23.52
2825,01:15,19.90
2825,01:30,17.16
2825,01:45,13.13
2825,02:00,13.06
2825,02:15,12.61
2825,02:30,11.10
2825,02:45,11.68
2825,03:00,10.94
2825,03:15,10.74
2825,03:30,10.19
2825,03:45,7.81
2825,04:00,10.29
2825,04:15,11.45
2825,04:30,12.29
2825,04:45,12.74
2825,05:00,16.32
2825,05:15,21.42
2825,05:30,34.77
2825,05:45,40.00
2825,06:00,57.58
2825,06:15,88.94
2825,06:30,121.39
2825,06:45,128.06
2825,07:00,148.32
2825,07:15,185.26
2825,07:30,238.84
2825,07:45,277.58
2825,08:00,291.39
2825,08:15,321.81
2825,08:30,318.97
2825,08:45,281.90
2825,09:00,230.55
2825,09:15,196.81
2825,09:30,199.97
2825,09:45,174.42
2825,10:00,180.16
2825,10:15,181.61
2825,10:30,185.68
2825,10:45,163.74
2825,11:00,175.23
2825,11:15,179.03
2825,11:30,183.65
2825,11:45,183.87
2825,12:00,188.03
2825,12:15,197.10
2825,12:30,203.42
2825,12:45,191.13
2825,13:00,196.19
2825,13:15,199.23
2825,13:30,204.19
2825,13:45,188.39
2825,14:00,193.48
2825,14:15,199.32
2825,14:30,197.65
2825,14:45,204.52
2825,15:00,213.26
2825,15:15,246.71
2825,15:30,252.84
2825,15:45,248.77
2825,16:00,264.68
2825,16:15,267.26
2825,16:30,270.87
2825,16:45,267.61
2825,17:00,274.42
2825,17:15,307.94
2825,17:30,309.58
2825,17:45,309.68
2825,18:00,281.03
2825,18:15,269.65
2825,18:30,241.58
2825,18:45,211.10
2825,19:00,190.06
2825,19:15,170.35
2825,19:30,146.42
2825,19:45,127.45
2825,20:00,120.29
2825,20:15,115.55
2825,20:30,110.00
2825,20:45,109.10
2825,21:00,110.26
2825,21:15,123.10
2825,21:30,108.39
2825,21:45,103.00
2825,22:00,106.74
2825,22:15,94.29
2825,22:30,86.10
2825,22:45,84.19
2825,23:00,72.32
2825,23:15,61.94
2825,23:30,54.19
2825,23:45,47.97
2827,00:00,41.82
2827,00:15,36.85
2827,00:30,31.31
2827,00:45,26.48
2827,01:00,22.77
2827,01:15,19.60
2827,01:30,17.45
2827,01:45,15.23
2827,02:00,13.40
2827,02:15,13.02
2827,02:30,11.04
2827,02:45,11.64
2827,03:00,10.65
2827,03:15,11.27
2827,03:30,10.15
2827,03:45,10.38
2827,04:00,10.60
2827,04:15,12.56
2827,04:30,13.04
2827,04:45,18.40
2827,05:00,18.44
2827,05:15,23.40
2827,05:30,32.17
2827,05:45,41.65
2827,06:00,59.83
2827,06:15,88.95
2827,06:30,109.36
